onset	duration	trial	value	instruction
8554	8	1	1	rest
16522	7	1	2	task
23372	5	1	3	interval
28467	8	2	1	rest
36507	7	2	2	task
43363	5	2	3	interval
48472	8	3	1	rest
56498	7	3	2	task
63379	5	3	3	interval
68471	8	4	1	rest
76512	7	4	2	task
83365	5	4	3	interval
88471	8	5	1	rest
96492	7	5	2	task
103367	5	5	3	interval
108471	8	6	1	rest
116461	7	6	2	task
123407	5	6	3	interval
128478	8	7	1	rest
136512	7	7	2	task
143373	5	7	3	interval
148483	8	8	1	rest
156529	7	8	2	task
163380	5	8	3	interval
168478	8	9	1	rest
176485	8	9	2	task
184470	4	9	3	interval
188479	8	10	1	rest
196510	11	10	2	task
207565	3	10	3	interval
210371	6	11	1	rest
216524	7	11	2	task
223385	5	11	3	interval
228485	8	12	1	rest
236519	7	12	2	task
243401	5	12	3	interval
248491	8	13	1	rest
256525	7	13	2	task
263387	5	13	3	interval
268485	8	14	1	rest
276517	7	14	2	task
283384	5	14	3	interval
288482	8	15	1	rest
296487	7	15	2	task
303393	5	15	3	interval
308491	8	16	1	rest
316507	7	16	2	task
323392	5	16	3	interval
328496	8	17	1	rest
336523	7	17	2	task
343412	5	17	3	interval
348493	8	18	1	rest
356475	7	18	2	task
363398	5	18	3	interval
368498	8	19	1	rest
376532	9	19	2	task
385270	3	19	3	interval
388493	8	20	1	rest
396482	7	20	2	task
403401	5	20	3	interval
408499	8	21	1	rest
416504	7	21	2	task
423445	5	21	3	interval
428501	8	22	1	rest
436514	7	22	2	task
443403	5	22	3	interval
448498	8	23	1	rest
456538	7	23	2	task
463796	5	23	3	interval
468502	8	24	1	rest
476556	7	24	2	task
483398	5	24	3	interval
488507	8	25	1	rest
496519	7	25	2	task
503410	5	25	3	interval
