onset	duration	trial	value	instruction
18858	8	1	1	rest
26763	7	1	2	task
33782	5	1	3	interval
38815	8	2	1	rest
46795	7	2	2	task
53766	5	2	3	interval
58808	8	3	1	rest
66767	7	3	2	task
73765	5	3	3	interval
78816	8	4	1	rest
86770	7	4	2	task
93775	5	4	3	interval
98818	8	5	1	rest
106767	7	5	2	task
113773	5	5	3	interval
118824	8	6	1	rest
126777	7	6	2	task
133780	5	6	3	interval
138825	8	7	1	rest
146783	7	7	2	task
153785	5	7	3	interval
158823	8	8	1	rest
166789	7	8	2	task
173786	5	8	3	interval
178835	8	9	1	rest
186785	7	9	2	task
193783	5	9	3	interval
198835	8	10	1	rest
206790	7	10	2	task
213817	5	10	3	interval
218960	8	11	1	rest
226817	7	11	2	task
233792	5	11	3	interval
238838	8	12	1	rest
246791	7	12	2	task
253793	5	12	3	interval
258842	8	13	1	rest
266798	7	13	2	task
273810	5	13	3	interval
278840	8	14	1	rest
286796	7	14	2	task
293802	5	14	3	interval
298846	8	15	1	rest
306798	7	15	2	task
313822	5	15	3	interval
318846	8	16	1	rest
326803	7	16	2	task
333801	5	16	3	interval
338852	8	17	1	rest
346803	7	17	2	task
353811	5	17	3	interval
358916	8	18	1	rest
366810	7	18	2	task
373812	5	18	3	interval
378861	8	19	1	rest
386813	7	19	2	task
393815	5	19	3	interval
398860	8	20	1	rest
406815	7	20	2	task
413813	5	20	3	interval
