onset	duration	trial	value	instruction
4972	8	1	2	task
12905	7	1	3	interval
19787	5	2	1	rest
24895	8	2	2	task
32883	7	2	3	interval
39783	5	3	1	rest
44886	8	3	2	task
52948	7	3	3	interval
59805	5	4	1	rest
64895	8	4	2	task
72950	12	4	3	interval
85371	8	5	1	rest
92928	7	5	2	task
99791	5	5	3	interval
104900	8	6	1	rest
112926	7	6	2	task
119795	5	6	3	interval
124898	8	7	1	rest
132944	7	7	2	task
139808	5	7	3	interval
144900	8	8	1	rest
152940	7	8	2	task
159798	5	8	3	interval
164899	8	9	1	rest
172956	7	9	2	task
179802	5	9	3	interval
184906	8	10	1	rest
192950	7	10	2	task
199818	5	10	3	interval
204902	8	11	1	rest
212965	7	11	2	task
219798	5	11	3	interval
224906	8	12	1	rest
232948	7	12	2	task
239802	5	12	3	interval
244907	8	13	1	rest
253006	7	13	2	task
259801	5	13	3	interval
264913	8	14	1	rest
272948	7	14	2	task
279822	5	14	3	interval
284914	8	15	1	rest
292943	7	15	2	task
299816	5	15	3	interval
304918	8	16	1	rest
312973	7	16	2	task
319812	5	16	3	interval
324913	8	17	1	rest
332948	7	17	2	task
339811	5	17	3	interval
344916	8	18	1	rest
352930	7	18	2	task
359818	5	18	3	interval
364911	8	19	1	rest
372988	7	19	2	task
379827	5	19	3	interval
384923	8	20	1	rest
392969	7	20	2	task
399820	5	20	3	interval
404922	8	21	1	rest
412964	7	21	2	task
419965	5	21	3	interval
424925	8	22	1	rest
432936	7	22	2	task
439826	5	22	3	interval
444928	8	23	1	rest
453001	7	23	2	task
459827	5	23	3	interval
464935	8	24	1	rest
472984	7	24	2	task
479829	5	24	3	interval
484931	8	25	1	rest
492975	7	25	2	task
499832	5	25	3	interval
