onset	duration	trial	value	instruction
8739	8	1	1	rest
16712	7	1	2	task
23539	5	1	3	interval
28640	8	2	1	rest
36706	7	2	2	task
43545	5	2	3	interval
48644	8	3	1	rest
56707	7	3	2	task
63542	5	3	3	interval
68651	8	4	1	rest
76718	7	4	2	task
83545	5	4	3	interval
88650	8	5	1	rest
96661	7	5	2	task
103550	5	5	3	interval
108655	8	6	1	rest
116689	7	6	2	task
123544	5	6	3	interval
128654	8	7	1	rest
136680	7	7	2	task
143551	5	7	3	interval
148658	8	8	1	rest
156710	7	8	2	task
163558	5	8	3	interval
168657	8	9	1	rest
176708	7	9	2	task
183557	5	9	3	interval
188655	8	10	1	rest
196653	7	10	2	task
203553	5	10	3	interval
208663	8	11	1	rest
216681	7	11	2	task
223565	5	11	3	interval
228663	8	12	1	rest
236649	7	12	2	task
244019	5	12	3	interval
248664	8	13	1	rest
256698	7	13	2	task
263561	5	13	3	interval
268675	8	14	1	rest
276714	7	14	2	task
283572	5	14	3	interval
288682	8	15	1	rest
296722	7	15	2	task
303571	5	15	3	interval
308668	8	16	1	rest
316635	7	16	2	task
323567	5	16	3	interval
328675	8	17	1	rest
336707	7	17	2	task
343576	5	17	3	interval
348676	8	18	1	rest
356724	7	18	2	task
363717	5	18	3	interval
368680	8	19	1	rest
376732	7	19	2	task
383581	5	19	3	interval
388679	8	20	1	rest
396742	7	20	2	task
403576	5	20	3	interval
408686	8	21	1	rest
416731	7	21	2	task
423580	5	21	3	interval
428686	8	22	1	rest
436739	7	22	2	task
443580	5	22	3	interval
448684	8	23	1	rest
456732	7	23	2	task
463581	5	23	3	interval
468689	8	24	1	rest
476730	7	24	2	task
483584	5	24	3	interval
488695	8	25	1	rest
496695	7	25	2	task
503600	5	25	3	interval
