onset	duration	trial	value	instruction
17282	8	1	1	rest
25255	7	1	2	task
32074	5	1	3	interval
37183	8	2	1	rest
45176	7	2	2	task
52076	5	2	3	interval
57190	8	3	1	rest
65209	7	3	2	task
72083	5	3	3	interval
77197	8	4	1	rest
85225	7	4	2	task
92088	5	4	3	interval
97192	8	5	1	rest
105224	7	5	2	task
112089	5	5	3	interval
117193	8	6	1	rest
125193	7	6	2	task
132097	5	6	3	interval
137191	8	7	1	rest
145229	7	7	2	task
152105	5	7	3	interval
157200	8	8	1	rest
165275	7	8	2	task
172099	5	8	3	interval
177197	8	9	1	rest
185248	7	9	2	task
192096	5	9	3	interval
197200	8	10	1	rest
205232	7	10	2	task
212104	5	10	3	interval
217203	8	11	1	rest
225202	7	11	2	task
232110	5	11	3	interval
237202	8	12	1	rest
245232	7	12	2	task
252104	5	12	3	interval
257210	8	13	1	rest
265202	7	13	2	task
272104	5	13	3	interval
277210	8	14	1	rest
285224	7	14	2	task
292109	5	14	3	interval
297215	8	15	1	rest
305218	7	15	2	task
312108	5	15	3	interval
317213	8	16	1	rest
325228	7	16	2	task
332125	5	16	3	interval
337215	8	17	1	rest
345284	7	17	2	task
352107	5	17	3	interval
357219	8	18	1	rest
365274	7	18	2	task
372113	5	18	3	interval
377220	8	19	1	rest
385244	7	19	2	task
392122	5	19	3	interval
397216	8	20	1	rest
405277	7	20	2	task
412121	5	20	3	interval
417220	8	21	1	rest
425237	7	21	2	task
432116	5	21	3	interval
437228	8	22	1	rest
445266	7	22	2	task
452113	5	22	3	interval
457225	8	23	1	rest
465218	7	23	2	task
472135	5	23	3	interval
477227	8	24	1	rest
485250	7	24	2	task
492136	5	24	3	interval
497226	8	25	1	rest
505253	7	25	2	task
512272	5	25	3	interval
