onset	duration	trial	value	instruction
9685	8	1	1	rest
17681	7	1	2	task
24497	5	1	3	interval
29608	8	2	1	rest
37657	7	2	2	task
44503	5	2	3	interval
49608	8	3	1	rest
57685	7	3	2	task
64501	5	3	3	interval
69605	8	4	1	rest
77682	7	4	2	task
84512	5	4	3	interval
89620	8	5	1	rest
97651	7	5	2	task
104511	5	5	3	interval
109622	8	6	1	rest
117626	7	6	2	task
124516	5	6	3	interval
129626	8	7	1	rest
137643	7	7	2	task
144521	5	7	3	interval
149626	8	8	1	rest
157586	7	8	2	task
164517	5	8	3	interval
169630	8	9	1	rest
177611	7	9	2	task
184534	5	9	3	interval
189630	8	10	1	rest
197655	7	10	2	task
204524	5	10	3	interval
209627	8	11	1	rest
217685	7	11	2	task
224532	5	11	3	interval
229635	8	12	1	rest
237630	7	12	2	task
244542	5	12	3	interval
249637	8	13	1	rest
257680	7	13	2	task
264537	5	13	3	interval
269644	8	14	1	rest
277684	7	14	2	task
284540	5	14	3	interval
289649	8	15	1	rest
297660	7	15	2	task
304552	5	15	3	interval
309650	8	16	1	rest
317698	7	16	2	task
324539	5	16	3	interval
329644	8	17	1	rest
337711	7	17	2	task
344545	5	17	3	interval
349651	8	18	1	rest
357678	7	18	2	task
364547	5	18	3	interval
369653	8	19	1	rest
377676	7	19	2	task
384596	5	19	3	interval
389649	8	20	1	rest
397658	7	20	2	task
404544	5	20	3	interval
409656	8	21	1	rest
417718	7	21	2	task
424662	5	21	3	interval
429667	8	22	1	rest
437708	7	22	2	task
444561	5	22	3	interval
449660	8	23	1	rest
457704	7	23	2	task
464556	5	23	3	interval
469671	8	24	1	rest
477694	7	24	2	task
484565	5	24	3	interval
489666	8	25	1	rest
497701	7	25	2	task
504564	5	25	3	interval
