onset	duration	trial	value	instruction
5295	8	1	2	task
13279	7	1	3	interval
20105	5	2	1	rest
25205	8	2	2	task
33255	7	2	3	interval
40305	5	3	1	rest
45212	8	3	2	task
53168	7	3	3	interval
60111	5	4	1	rest
65212	8	4	2	task
73245	7	4	3	interval
80107	5	5	1	rest
85216	8	5	2	task
93234	7	5	3	interval
100111	5	6	1	rest
105211	8	6	2	task
113258	7	6	3	interval
120110	5	7	1	rest
125219	8	7	2	task
133259	7	7	3	interval
140115	5	8	1	rest
145220	8	8	2	task
153240	7	8	3	interval
160115	5	9	1	rest
165222	8	9	2	task
173230	7	9	3	interval
180124	5	10	1	rest
185220	8	10	2	task
193255	7	10	3	interval
200116	5	11	1	rest
205224	8	11	2	task
213281	7	11	3	interval
220128	5	12	1	rest
225227	8	12	2	task
233268	7	12	3	interval
240125	5	13	1	rest
245237	8	13	2	task
253249	7	13	3	interval
260132	5	14	1	rest
265241	8	14	2	task
273269	7	14	3	interval
280139	5	15	1	rest
285241	8	15	2	task
293278	7	15	3	interval
300139	5	16	1	rest
305248	8	16	2	task
313263	7	16	3	interval
320151	5	17	1	rest
325247	8	17	2	task
333248	7	17	3	interval
340144	5	18	1	rest
345250	8	18	2	task
353267	7	18	3	interval
360162	5	19	1	rest
365250	8	19	2	task
373294	12	19	3	interval
385250	8	20	1	rest
393261	7	20	2	task
400172	5	20	3	interval
405276	8	21	1	rest
413273	7	21	2	task
420153	5	21	3	interval
425249	8	22	1	rest
433235	7	22	2	task
440147	5	22	3	interval
445248	8	23	1	rest
453282	7	23	2	task
460265	5	23	3	interval
465256	8	24	1	rest
473306	7	24	2	task
480159	5	24	3	interval
485257	8	25	1	rest
493304	7	25	2	task
500149	5	25	3	interval
