onset	duration	trial	value	instruction
6853	8	1	2	task
14790	7	1	3	interval
21677	5	2	1	rest
26784	8	2	2	task
34850	7	2	3	interval
41946	5	3	1	rest
46789	8	3	2	task
54815	7	3	3	interval
61684	5	4	1	rest
66795	8	4	2	task
74848	7	4	3	interval
81682	5	5	1	rest
86799	8	5	2	task
94835	7	5	3	interval
101707	5	6	1	rest
106800	8	6	2	task
114836	7	6	3	interval
121696	5	7	1	rest
126802	8	7	2	task
134835	7	7	3	interval
141698	5	8	1	rest
146800	8	8	2	task
154809	7	8	3	interval
161696	5	9	1	rest
166800	8	9	2	task
174794	7	9	3	interval
181701	5	10	1	rest
186805	8	10	2	task
194846	7	10	3	interval
201702	5	11	1	rest
206808	8	11	2	task
214858	7	11	3	interval
221710	5	12	1	rest
226822	8	12	2	task
234898	7	12	3	interval
241709	5	13	1	rest
246818	8	13	2	task
254870	7	13	3	interval
261710	5	14	1	rest
266815	8	14	2	task
274785	13	14	3	interval
287305	8	15	1	rest
294870	7	15	2	task
301711	5	15	3	interval
306825	8	16	1	rest
314839	7	16	2	task
321720	5	16	3	interval
326835	8	17	1	rest
334828	7	17	2	task
341736	5	17	3	interval
346833	8	18	1	rest
354817	7	18	2	task
361759	5	18	3	interval
366841	8	19	1	rest
374841	7	19	2	task
381764	5	19	3	interval
386842	8	20	1	rest
394888	7	20	2	task
401748	5	20	3	interval
406851	8	21	1	rest
414883	7	21	2	task
421743	5	21	3	interval
426848	8	22	1	rest
434886	7	22	2	task
441745	5	22	3	interval
446845	8	23	1	rest
454879	7	23	2	task
461757	5	23	3	interval
466862	8	24	1	rest
474878	7	24	2	task
481760	5	24	3	interval
486852	8	25	1	rest
494867	8	25	2	task
502695	5	25	3	interval
