onset	duration	trial	value	instruction
7966	8	1	2	task
15931	9	1	3	interval
24624	3	2	1	rest
27904	8	2	2	task
35975	7	2	3	interval
42800	5	3	1	rest
47905	8	3	2	task
55914	7	3	3	interval
62808	5	4	1	rest
67912	8	4	2	task
75905	7	4	3	interval
82981	5	5	1	rest
87916	8	5	2	task
95946	7	5	3	interval
102822	5	6	1	rest
107918	8	6	2	task
115979	7	6	3	interval
122817	5	7	1	rest
127922	8	7	2	task
135953	7	7	3	interval
142811	5	8	1	rest
147924	8	8	2	task
155976	7	8	3	interval
162821	5	9	1	rest
167919	8	9	2	task
175941	7	9	3	interval
182829	5	10	1	rest
187928	8	10	2	task
195971	12	10	3	interval
207927	8	11	1	rest
215959	7	11	2	task
222816	5	11	3	interval
227937	8	12	1	rest
235959	7	12	2	task
242835	5	12	3	interval
247938	8	13	1	rest
255973	7	13	2	task
262840	5	13	3	interval
267941	8	14	1	rest
275945	7	14	2	task
282833	5	14	3	interval
287938	8	15	1	rest
295991	7	15	2	task
302839	5	15	3	interval
307948	8	16	1	rest
315985	7	16	2	task
322845	5	16	3	interval
327944	8	17	1	rest
335952	7	17	2	task
343282	5	17	3	interval
347946	8	18	1	rest
355968	7	18	2	task
362845	5	18	3	interval
367947	8	19	1	rest
375950	7	19	2	task
382847	5	19	3	interval
387951	8	20	1	rest
395962	7	20	2	task
402850	5	20	3	interval
407950	8	21	1	rest
415974	7	21	2	task
422851	5	21	3	interval
427949	8	22	1	rest
435982	7	22	2	task
442852	5	22	3	interval
447957	8	23	1	rest
455988	7	23	2	task
462849	5	23	3	interval
467960	8	24	1	rest
475957	7	24	2	task
482860	5	24	3	interval
487963	8	25	1	rest
495992	7	25	2	task
502860	3	25	3	interval
