onset	duration	trial	value	instruction
8653	8	1	1	rest
16536	7	1	2	task
23552	5	1	3	interval
28570	8	2	1	rest
36525	7	2	2	task
43516	5	2	3	interval
48557	8	3	1	rest
56508	7	3	2	task
63546	5	3	3	interval
68554	8	4	1	rest
76513	7	4	2	task
83511	5	4	3	interval
88560	8	5	1	rest
96515	7	5	2	task
103522	5	5	3	interval
108561	8	6	1	rest
116518	7	6	2	task
123518	5	6	3	interval
128562	8	7	1	rest
136527	7	7	2	task
143545	5	7	3	interval
148569	8	8	1	rest
156523	7	8	2	task
163523	5	8	3	interval
168580	8	9	1	rest
176525	7	9	2	task
183527	5	9	3	interval
188567	8	10	1	rest
196530	7	10	2	task
203532	5	10	3	interval
208567	8	11	1	rest
216541	7	11	2	task
223531	5	11	3	interval
228573	8	12	1	rest
236535	7	12	2	task
243531	5	12	3	interval
248597	8	13	1	rest
256543	7	13	2	task
263530	5	13	3	interval
268583	8	14	1	rest
276537	7	14	2	task
283540	5	14	3	interval
288589	8	15	1	rest
296579	7	15	2	task
303546	5	15	3	interval
308589	8	16	1	rest
316562	7	16	2	task
323565	5	16	3	interval
328587	8	17	1	rest
336543	7	17	2	task
343568	5	17	3	interval
348605	8	18	1	rest
356554	7	18	2	task
363547	5	18	3	interval
368592	8	19	1	rest
376553	7	19	2	task
383542	5	19	3	interval
388594	8	20	1	rest
396578	7	20	2	task
403554	5	20	3	interval
