onset	duration	trial	value	instruction
16404	8	1	1	rest
24248	7	1	2	task
31225	5	1	3	interval
36283	8	2	1	rest
44210	7	2	2	task
51176	5	2	3	interval
56223	8	3	1	rest
64178	7	3	2	task
71176	5	3	3	interval
76226	8	4	1	rest
84174	7	4	2	task
91180	5	4	3	interval
96227	8	5	1	rest
104183	7	5	2	task
111185	5	5	3	interval
116231	8	6	1	rest
124183	7	6	2	task
131202	5	6	3	interval
136242	8	7	1	rest
144195	7	7	2	task
151198	5	7	3	interval
156247	8	8	1	rest
164191	7	8	2	task
171199	5	8	3	interval
176244	8	9	1	rest
184195	7	9	2	task
191201	5	9	3	interval
196252	8	10	1	rest
204209	7	10	2	task
211205	5	10	3	interval
216252	8	11	1	rest
224229	7	11	2	task
231210	5	11	3	interval
236256	8	12	1	rest
244209	7	12	2	task
251209	5	12	3	interval
256258	8	13	1	rest
264208	7	13	2	task
271206	5	13	3	interval
276257	8	14	1	rest
284208	7	14	2	task
291208	5	14	3	interval
296258	8	15	1	rest
304209	7	15	2	task
311211	5	15	3	interval
316258	8	16	1	rest
324249	7	16	2	task
331218	5	16	3	interval
336261	8	17	1	rest
344222	7	17	2	task
351234	5	17	3	interval
356265	8	18	1	rest
364214	7	18	2	task
371215	5	18	3	interval
376265	8	19	1	rest
384247	7	19	2	task
391222	5	19	3	interval
396264	8	20	1	rest
404223	7	20	2	task
411224	5	20	3	interval
