onset	duration	trial	value	instruction
15366	7	1	2	task
22422	5	1	3	interval
27364	8	2	1	rest
35351	7	2	2	task
42314	5	2	3	interval
47355	8	3	1	rest
55314	7	3	2	task
62312	5	3	3	interval
67375	8	4	1	rest
75320	7	4	2	task
82314	5	4	3	interval
87367	8	5	1	rest
95336	7	5	2	task
102341	5	5	3	interval
107370	8	6	1	rest
115359	7	6	2	task
122349	5	6	3	interval
127369	8	7	1	rest
135329	7	7	2	task
142329	5	7	3	interval
147393	8	8	1	rest
155357	7	8	2	task
162365	5	8	3	interval
167375	8	9	1	rest
175330	7	9	2	task
182332	5	9	3	interval
187375	8	10	1	rest
195342	7	10	2	task
202329	5	10	3	interval
207381	8	11	1	rest
215326	7	11	2	task
222335	5	11	3	interval
227381	8	12	1	rest
235338	7	12	2	task
242340	5	12	3	interval
247375	8	13	1	rest
255340	7	13	2	task
262360	5	13	3	interval
267381	8	14	1	rest
275342	7	14	2	task
282368	5	14	3	interval
287387	8	15	1	rest
295342	7	15	2	task
302335	5	15	3	interval
307385	8	16	1	rest
315344	7	16	2	task
322339	5	16	3	interval
327388	8	17	1	rest
335348	7	17	2	task
342345	5	17	3	interval
347390	8	18	1	rest
355347	7	18	2	task
362343	5	18	3	interval
367391	8	19	1	rest
375347	7	19	2	task
382349	5	19	3	interval
387391	8	20	1	rest
395371	7	20	2	task
402392	8	20	3	interval
