onset	duration	trial	value	instruction
10841	8	1	1	rest
18859	7	1	2	task
25715	5	1	3	interval
30827	8	2	1	rest
38838	7	2	2	task
45731	5	2	3	interval
50833	8	3	1	rest
58886	7	3	2	task
65725	5	3	3	interval
70828	8	4	1	rest
78872	7	4	2	task
85727	5	4	3	interval
90831	8	5	1	rest
98861	7	5	2	task
105730	5	5	3	interval
110830	8	6	1	rest
118896	7	6	2	task
125734	5	6	3	interval
130830	8	7	1	rest
138877	7	7	2	task
145731	5	7	3	interval
150839	8	8	1	rest
158853	7	8	2	task
165736	5	8	3	interval
170840	8	9	1	rest
178871	7	9	2	task
185745	5	9	3	interval
190839	8	10	1	rest
198872	7	10	2	task
205739	5	10	3	interval
210843	8	11	1	rest
218859	7	11	2	task
225750	5	11	3	interval
230837	8	12	1	rest
238844	7	12	2	task
245748	5	12	3	interval
250843	8	13	1	rest
258875	7	13	2	task
265753	5	13	3	interval
270846	8	14	1	rest
278841	7	14	2	task
286134	5	14	3	interval
290842	8	15	1	rest
298905	7	15	2	task
305743	5	15	3	interval
310846	8	16	1	rest
318819	7	16	2	task
325743	5	16	3	interval
330863	8	17	1	rest
338889	7	17	2	task
345754	5	17	3	interval
350858	8	18	1	rest
358904	7	18	2	task
365760	5	18	3	interval
370858	8	19	1	rest
378900	7	19	2	task
385770	5	19	3	interval
390866	8	20	1	rest
398909	7	20	2	task
405758	5	20	3	interval
410871	8	21	1	rest
418850	7	21	2	task
425759	5	21	3	interval
430866	8	22	1	rest
438878	9	22	2	task
447713	3	22	3	interval
450865	8	23	1	rest
458942	7	23	2	task
465765	5	23	3	interval
470877	8	24	1	rest
478940	7	24	2	task
485774	5	24	3	interval
490888	8	25	1	rest
498943	7	25	2	task
505774	5	25	3	interval
