onset	duration	trial	value	instruction
13164	7	1	2	task
20029	5	1	3	interval
25147	8	2	1	rest
33138	7	2	2	task
40040	5	2	3	interval
45176	8	3	1	rest
53162	7	3	2	task
60046	5	3	3	interval
65146	8	4	1	rest
73184	7	4	2	task
80046	5	4	3	interval
85149	8	5	1	rest
93167	7	5	2	task
100229	5	5	3	interval
105151	8	6	1	rest
113211	7	6	2	task
120046	5	6	3	interval
125146	8	7	1	rest
133193	7	7	2	task
140053	5	7	3	interval
145159	8	8	1	rest
153176	12	8	2	task
165177	8	8	3	interval
173193	7	9	1	rest
180050	5	9	2	task
185166	8	9	3	interval
193234	7	10	1	rest
200063	5	10	2	task
205164	8	10	3	interval
213200	12	11	1	rest
225165	8	11	2	task
233165	7	11	3	interval
240063	5	12	1	rest
245172	8	12	2	task
253172	7	12	3	interval
260078	5	13	1	rest
265166	8	13	2	task
273193	7	13	3	interval
280075	5	14	1	rest
285174	8	14	2	task
293197	7	14	3	interval
300073	5	15	1	rest
305178	8	15	2	task
313227	7	15	3	interval
320075	5	16	1	rest
325184	8	16	2	task
333141	7	16	3	interval
340081	5	17	1	rest
345180	8	17	2	task
353191	7	17	3	interval
360089	5	18	1	rest
365179	8	18	2	task
373223	7	18	3	interval
380079	5	19	1	rest
385184	8	19	2	task
393217	7	19	3	interval
400082	5	20	1	rest
405180	8	20	2	task
413220	12	20	3	interval
425193	8	21	1	rest
433274	7	21	2	task
440093	5	21	3	interval
445196	8	22	1	rest
453240	7	22	2	task
460097	5	22	3	interval
465189	8	23	1	rest
473217	7	23	2	task
480086	5	23	3	interval
485193	8	24	1	rest
493236	7	24	2	task
500093	8	24	3	interval
