onset	duration	trial	value	instruction
16467	8	1	1	rest
24476	7	1	2	task
31302	5	1	3	interval
36401	8	2	1	rest
44391	7	2	2	task
51306	5	2	3	interval
56405	8	3	1	rest
64440	7	3	2	task
71373	5	3	3	interval
76404	8	4	1	rest
84393	7	4	2	task
91308	5	4	3	interval
96407	8	5	1	rest
104443	7	5	2	task
111303	5	5	3	interval
116415	8	6	1	rest
124466	7	6	2	task
131308	5	6	3	interval
136412	8	7	1	rest
144458	7	7	2	task
151308	5	7	3	interval
156410	8	8	1	rest
164437	7	8	2	task
171310	5	8	3	interval
176416	8	9	1	rest
184442	7	9	2	task
191318	5	9	3	interval
196426	8	10	1	rest
204424	7	10	2	task
211328	5	10	3	interval
216415	8	11	1	rest
224457	7	11	2	task
231321	5	11	3	interval
236425	8	12	1	rest
244388	7	12	2	task
251319	5	12	3	interval
256425	8	13	1	rest
264451	7	13	2	task
271327	5	13	3	interval
276430	8	14	1	rest
284414	7	14	2	task
291325	5	14	3	interval
296440	8	15	1	rest
304453	7	15	2	task
311341	5	15	3	interval
316441	8	16	1	rest
324465	7	16	2	task
331336	5	16	3	interval
336451	8	17	1	rest
344469	7	17	2	task
351347	5	17	3	interval
356443	8	18	1	rest
364436	7	18	2	task
371344	5	18	3	interval
376442	8	19	1	rest
384472	7	19	2	task
391342	5	19	3	interval
396443	8	20	1	rest
404469	7	20	2	task
411337	5	20	3	interval
416445	8	21	1	rest
424462	7	21	2	task
431340	5	21	3	interval
436448	8	22	1	rest
444490	7	22	2	task
451346	5	22	3	interval
456453	8	23	1	rest
464477	7	23	2	task
471545	5	23	3	interval
476449	8	24	1	rest
484487	7	24	2	task
491366	5	24	3	interval
496446	8	25	1	rest
504441	7	25	2	task
511353	5	25	3	interval
