onset	duration	trial	value	instruction
13690	7	1	1	rest
20623	5	1	2	task
25725	8	1	3	interval
33740	7	2	1	rest
40780	5	2	2	task
45731	8	2	3	interval
53777	12	3	1	rest
65731	8	3	2	task
73772	7	3	3	interval
80627	5	4	1	rest
85723	8	4	2	task
93728	7	4	3	interval
100627	5	5	1	rest
105732	8	5	2	task
113740	7	5	3	interval
120630	5	6	1	rest
125753	8	6	2	task
133708	7	6	3	interval
140627	5	7	1	rest
145731	8	7	2	task
153730	7	7	3	interval
160638	5	8	1	rest
165740	8	8	2	task
173779	7	8	3	interval
180630	5	9	1	rest
185735	8	9	2	task
193759	7	9	3	interval
200629	5	10	1	rest
205738	8	10	2	task
213730	7	10	3	interval
220635	5	11	1	rest
225739	8	11	2	task
233735	7	11	3	interval
241102	5	12	1	rest
245743	8	12	2	task
253791	7	12	3	interval
260643	5	13	1	rest
265744	8	13	2	task
273768	7	13	3	interval
280645	5	14	1	rest
285754	8	14	2	task
293790	7	14	3	interval
300645	5	15	1	rest
305751	8	15	2	task
313772	7	15	3	interval
320652	5	16	1	rest
325761	8	16	2	task
333755	7	16	3	interval
340650	5	17	1	rest
345758	8	17	2	task
353769	7	17	3	interval
360656	5	18	1	rest
365764	8	18	2	task
373813	12	18	3	interval
385764	8	19	1	rest
393801	7	19	2	task
400661	5	19	3	interval
405766	8	20	1	rest
413775	7	20	2	task
420665	5	20	3	interval
425775	8	21	1	rest
433795	8	21	2	task
441896	4	21	3	interval
445770	8	22	1	rest
453790	7	22	2	task
460676	5	22	3	interval
465772	8	23	1	rest
473776	7	23	2	task
480688	5	23	3	interval
485779	8	24	1	rest
493825	7	24	2	task
500677	8	24	3	interval
