onset	duration	trial	value	instruction
22968	8	1	1	rest
30908	7	1	2	task
37796	5	1	3	interval
42881	8	2	1	rest
50903	7	2	2	task
57788	5	2	3	interval
62890	8	3	1	rest
70929	7	3	2	task
77788	5	3	3	interval
82892	8	4	1	rest
90900	7	4	2	task
97794	5	4	3	interval
102902	8	5	1	rest
110918	7	5	2	task
117804	5	5	3	interval
122906	8	6	1	rest
130942	7	6	2	task
137805	5	6	3	interval
142899	8	7	1	rest
150916	7	7	2	task
157809	5	7	3	interval
162899	8	8	1	rest
170889	7	8	2	task
177803	5	8	3	interval
182901	8	9	1	rest
190941	12	9	2	task
202917	8	9	3	interval
210952	7	10	1	rest
217810	5	10	2	task
222912	8	10	3	interval
230922	7	11	1	rest
237808	5	11	2	task
242921	8	11	3	interval
250958	7	12	1	rest
257814	5	12	2	task
262919	8	12	3	interval
270956	12	13	1	rest
282917	8	13	2	task
290966	7	13	3	interval
297823	5	14	1	rest
302918	8	14	2	task
310878	7	14	3	interval
317818	5	15	1	rest
322922	8	15	2	task
330931	7	15	3	interval
337832	5	16	1	rest
342924	8	16	2	task
350953	7	16	3	interval
357817	5	17	1	rest
362926	8	17	2	task
370935	7	17	3	interval
377856	5	18	1	rest
382925	8	18	2	task
390925	7	18	3	interval
397832	5	19	1	rest
402937	8	19	2	task
410954	7	19	3	interval
417827	5	20	1	rest
422939	8	20	2	task
430955	7	20	3	interval
437831	5	21	1	rest
442940	8	21	2	task
450954	12	21	3	interval
462939	8	22	1	rest
470948	7	22	2	task
477842	5	22	3	interval
482939	8	23	1	rest
490953	7	23	2	task
497839	5	23	3	interval
502948	8	24	1	rest
510975	7	24	2	task
517841	5	24	3	interval
